"date","time","booking_id","booking_status","customer_id","vehicle_type","pickup_location","drop_location","v_tat","c_tat","canceled_rides_by_customer","canceled_rides_by_driver","incomplete_rides","incomplete_rides_reason","booking_value","payment_method","ride_distance","driver_ratings","customer_rating"
"2024-07-19 13:34:00","13:34:00","CNR9135138835","Success","CID903575","Auto","Kadugodi","Langford Town",182,120,NULL,NULL,"No",NULL,124,"UPI",4,"4.2","4.9"
"2024-07-23 21:14:00","21:14:00","CNR3202752058","Success","CID287256","Prime SUV","Shantinagar","Mysore Road",224,130,NULL,NULL,"No",NULL,2897,"UPI",44,"4.9","4.4"
"2024-07-13 00:07:00","00:07:00","CNR8734195989","Success","CID733060","Prime Sedan","Kadugodi","Peenya",91,55,NULL,NULL,"No",NULL,356,"UPI",45,"4.5","4.4"
"2024-07-29 16:37:00","16:37:00","CNR1092534199","Success","CID800882","eBike","Langford Town","Tumkur Road",245,100,NULL,NULL,"No",NULL,154,"UPI",8,"3.5","4.4"
"2024-07-28 20:08:00","20:08:00","CNR7737795455","Success","CID302903","Auto","Jayanagar","Devanahalli",273,110,NULL,NULL,"No",NULL,910,"UPI",11,"4.5","3.6"
"2024-07-25 11:57:00","11:57:00","CNR2635902441","Success","CID904654","Prime SUV","Devanahalli","Sahakar Nagar",294,85,NULL,NULL,"No",NULL,211,"UPI",2,"3.5","4.7"
"2024-07-07 06:08:00","06:08:00","CNR7531985087","Success","CID309040","Prime Sedan","Bannerghatta Road","Kengeri",196,145,NULL,NULL,"No",NULL,124,"UPI",6,"4.4","4.5"
"2024-07-08 12:44:00","12:44:00","CNR4812387601","Success","CID556054","Mini","JP Nagar","Chickpet",49,70,NULL,NULL,"No",NULL,236,"UPI",41,"4.1","3.5"
"2024-07-07 09:16:00","09:16:00","CNR2572250566","Success","CID672094","Mini","Kadugodi","Sahakar Nagar",287,95,NULL,NULL,"No",NULL,386,"UPI",10,"4.2","3.2"
"2024-07-24 01:20:00","01:20:00","CNR1407646124","Success","CID677687","eBike","Jayanagar","Kengeri",231,80,NULL,NULL,"No",NULL,192,"UPI",47,"4.4","4.5"
"2024-07-07 10:47:00","10:47:00","CNR9175546088","Success","CID281942","Prime SUV","Ulsoor","Shantinagar",147,135,NULL,NULL,"Yes","Vehicle Breakdown",314,"UPI",33,"3.6","4.8"
"2024-07-24 18:11:00","18:11:00","CNR7479462329","Success","CID694023","Bike","Majestic","Kadugodi",133,145,NULL,NULL,"No",NULL,443,"UPI",42,"3.6","3.4"
"2024-07-13 08:33:00","08:33:00","CNR9028565891","Success","CID811591","Mini","BTM Layout","Chamarajpet",189,60,NULL,NULL,"No",NULL,861,"UPI",45,"3.2","4.0"
"2024-07-23 17:55:00","17:55:00","CNR1184543409","Success","CID601632","Prime Plus","Devanahalli","Marathahalli",259,125,NULL,NULL,"No",NULL,944,"UPI",10,"3.4","4.5"
"2024-07-14 21:54:00","21:54:00","CNR4722721469","Success","CID431451","eBike","MG Road","Hebbal",189,115,NULL,NULL,"Yes","Vehicle Breakdown",726,"UPI",23,"3.6","3.9"
"2024-07-26 23:27:00","23:27:00","CNR2791706011","Success","CID764355","Bike","Kengeri","HSR Layout",259,90,NULL,NULL,"No",NULL,159,"UPI",44,"3.1","4.1"
"2024-07-05 16:13:00","16:13:00","CNR6301880937","Success","CID764347","Prime Plus","Cox Town","Yelahanka",161,115,NULL,NULL,"No",NULL,177,"UPI",10,"3.4","3.4"
"2024-07-07 15:11:00","15:11:00","CNR4339271311","Success","CID479807","Prime Plus","Electronic City","Cox Town",175,135,NULL,NULL,"Yes","Customer Demand",318,"UPI",12,"4.7","3.9"
"2024-07-23 11:15:00","11:15:00","CNR5871756670","Success","CID804047","Prime Plus","Shantinagar","Kadugodi",189,125,NULL,NULL,"No",NULL,304,"UPI",25,"4.4","4.1"
"2024-07-09 09:27:00","09:27:00","CNR7741091227","Success","CID326835","eBike","Mysore Road","Bannerghatta Road",91,90,NULL,NULL,"No",NULL,2089,"UPI",41,"4.9","3.4"
"2024-07-27 23:06:00","23:06:00","CNR4169726165","Success","CID379093","eBike","Electronic City","JP Nagar",287,100,NULL,NULL,"No",NULL,312,"UPI",40,"4.8","4.6"
"2024-07-09 00:23:00","00:23:00","CNR2572388214","Success","CID623260","Mini","Malleshwaram","Hebbal",252,130,NULL,NULL,"No",NULL,486,"UPI",14,"3.8","4.8"
"2024-07-24 21:07:00","21:07:00","CNR8967661701","Success","CID177625","Bike","Mysore Road","Koramangala",273,105,NULL,NULL,"No",NULL,376,"UPI",41,"4.3","3.1"
"2024-07-06 12:59:00","12:59:00","CNR2735787584","Success","CID884354","Auto","Padmanabhanagar","Jayanagar",224,75,NULL,NULL,"No",NULL,128,"UPI",10,"4.5","3.5"
"2024-07-30 12:51:00","12:51:00","CNR3863926079","Success","CID734900","Auto","Yeshwanthpur","Rajajinagar",49,140,NULL,NULL,"No",NULL,252,"UPI",9,"4.7","4.3"
"2024-07-08 21:52:00","21:52:00","CNR5318592386","Success","CID946138","Prime Sedan","Yeshwanthpur","Sahakar Nagar",182,75,NULL,NULL,"No",NULL,364,"UPI",8,"3.1","3.7"
"2024-07-02 17:20:00","17:20:00","CNR2835273635","Success","CID316470","Prime Sedan","Hennur","Sarjapur Road",168,115,NULL,NULL,"No",NULL,1237,"UPI",19,"3.6","3.7"
"2024-07-10 18:59:00","18:59:00","CNR5897089245","Success","CID684218","Prime Plus","Tumkur Road","Frazer Town",35,35,NULL,NULL,"No",NULL,171,"UPI",6,"3.1","4.2"
"2024-07-24 17:49:00","17:49:00","CNR9150622541","Success","CID991395","Bike","Chamarajpet","Bannerghatta Road",273,115,NULL,NULL,"No",NULL,334,"UPI",19,"3.4","3.7"
"2024-07-30 14:32:00","14:32:00","CNR5974417608","Success","CID342085","Bike","Tumkur Road","Richmond Town",161,35,NULL,NULL,"No",NULL,455,"UPI",44,"4.4","4.9"
"2024-07-28 07:59:00","07:59:00","CNR6316555713","Success","CID855034","Prime Sedan","Devanahalli","Shivajinagar",42,35,NULL,NULL,"No",NULL,863,"UPI",28,"4.8","3.4"
"2024-07-17 14:05:00","14:05:00","CNR8915662704","Success","CID198556","Prime Sedan","Ramamurthy Nagar","BTM Layout",238,60,NULL,NULL,"Yes","Customer Demand",684,"UPI",11,"4.7","3.4"
"2024-07-21 04:00:00","04:00:00","CNR7873866207","Success","CID726714","Mini","RT Nagar","Malleshwaram",252,25,NULL,NULL,"No",NULL,894,"UPI",13,"3.3","4.6"
"2024-07-01 12:29:00","12:29:00","CNR4741744512","Success","CID191713","Auto","Nagarbhavi","Frazer Town",182,115,NULL,NULL,"No",NULL,332,"UPI",15,"4.5","3.8"
"2024-07-05 18:19:00","18:19:00","CNR6898159429","Success","CID753502","Bike","Yelahanka","Hebbal",259,65,NULL,NULL,"No",NULL,444,"UPI",1,"3.7","3.9"
"2024-07-17 21:05:00","21:05:00","CNR9414899538","Success","CID563852","Auto","Kengeri","Cox Town",294,105,NULL,NULL,"No",NULL,2204,"UPI",17,"3.6","4.1"
"2024-07-14 22:26:00","22:26:00","CNR6801250146","Success","CID128389","eBike","Ulsoor","Chickpet",245,60,NULL,NULL,"No",NULL,323,"UPI",45,"3.5","4.7"
"2024-07-26 23:06:00","23:06:00","CNR5971026587","Success","CID725452","Prime Plus","Koramangala","Hosur Road",140,130,NULL,NULL,"No",NULL,285,"UPI",8,"3.8","3.3"
"2024-07-22 17:26:00","17:26:00","CNR5145128340","Success","CID995361","Bike","Peenya","Rajajinagar",217,25,NULL,NULL,"No",NULL,420,"UPI",32,"5.0","3.2"
"2024-07-28 00:17:00","00:17:00","CNR7158545895","Success","CID844279","Auto","Kadugodi","Basavanagudi",259,30,NULL,NULL,"No",NULL,223,"UPI",13,"4.2","3.0"
"2024-07-13 10:40:00","10:40:00","CNR8232247249","Success","CID793446","Prime SUV","Kammanahalli","BTM Layout",301,85,NULL,NULL,"No",NULL,482,"UPI",39,"3.6","4.3"
"2024-07-16 21:09:00","21:09:00","CNR6663429218","Success","CID791885","Auto","BTM Layout","Peenya",98,95,NULL,NULL,"No",NULL,368,"UPI",15,"4.1","4.7"
"2024-07-14 19:17:00","19:17:00","CNR3206112487","Success","CID396565","Auto","Hennur","Kengeri",280,35,NULL,NULL,"Yes","Customer Demand",263,"UPI",5,"4.3","3.8"
"2024-07-01 16:54:00","16:54:00","CNR1006922120","Success","CID852504","Auto","Whitefield","Hennur",77,60,NULL,NULL,"No",NULL,476,"UPI",2,"4.7","3.2"
"2024-07-29 11:37:00","11:37:00","CNR3858879331","Success","CID130793","Mini","Chamarajpet","Majestic",126,30,NULL,NULL,"No",NULL,257,"UPI",39,"3.4","3.4"
"2024-07-18 02:54:00","02:54:00","CNR3884085149","Success","CID817565","eBike","JP Nagar","Bannerghatta Road",168,115,NULL,NULL,"No",NULL,1197,"UPI",14,"4.9","3.7"
"2024-07-10 17:04:00","17:04:00","CNR5011050582","Success","CID314963","eBike","Basavanagudi","Ramamurthy Nagar",98,55,NULL,NULL,"No",NULL,229,"UPI",30,"4.4","3.4"
"2024-07-19 22:35:00","22:35:00","CNR6139659832","Success","CID996415","Prime Sedan","RT Nagar","Peenya",273,125,NULL,NULL,"No",NULL,416,"UPI",9,"3.9","3.3"
"2024-07-25 18:02:00","18:02:00","CNR2510555900","Success","CID684528","Prime Plus","Frazer Town","Malleshwaram",77,85,NULL,NULL,"No",NULL,975,"UPI",2,"4.9","3.8"
"2024-07-30 18:00:00","18:00:00","CNR3395446674","Success","CID828780","Mini","Sarjapur Road","Kengeri",70,70,NULL,NULL,"No",NULL,228,"UPI",30,"5.0","4.7"
"2024-07-24 11:54:00","11:54:00","CNR1267572346","Success","CID872108","eBike","Banashankari","RT Nagar",308,50,NULL,NULL,"Yes","Other Issue",400,"UPI",31,"3.5","4.9"
"2024-07-30 17:55:00","17:55:00","CNR3717366408","Success","CID257218","Auto","BTM Layout","Kengeri",217,115,NULL,NULL,"No",NULL,645,"UPI",9,"3.4","3.1"
"2024-07-16 04:01:00","04:01:00","CNR9040256112","Success","CID398210","Auto","Whitefield","Koramangala",238,125,NULL,NULL,"No",NULL,687,"UPI",3,"3.8","3.1"
"2024-07-10 20:10:00","20:10:00","CNR4720528546","Success","CID385929","eBike","Padmanabhanagar","Hennur",161,35,NULL,NULL,"No",NULL,331,"UPI",45,"4.2","3.2"
"2024-07-06 04:47:00","04:47:00","CNR4329846503","Success","CID187639","Auto","Varthur","Jayanagar",189,90,NULL,NULL,"No",NULL,671,"UPI",7,"3.3","3.6"
"2024-07-30 23:09:00","23:09:00","CNR8864077337","Success","CID734439","Auto","BTM Layout","Langford Town",126,25,NULL,NULL,"No",NULL,842,"UPI",3,"4.4","3.8"
"2024-07-09 09:59:00","09:59:00","CNR6732976155","Success","CID518770","Bike","Vijayanagar","Vijayanagar",196,105,NULL,NULL,"No",NULL,254,"UPI",19,"3.4","3.9"
"2024-07-15 06:18:00","06:18:00","CNR2059335643","Success","CID369568","Prime Sedan","Kengeri","MG Road",287,80,NULL,NULL,"No",NULL,308,"UPI",10,"3.8","4.9"
"2024-07-10 11:56:00","11:56:00","CNR8595318828","Success","CID689227","Bike","Majestic","Sarjapur Road",217,145,NULL,NULL,"Yes","Vehicle Breakdown",340,"UPI",1,"3.7","3.3"
"2024-07-16 10:49:00","10:49:00","CNR1683244527","Success","CID737325","eBike","Sarjapur Road","HSR Layout",301,25,NULL,NULL,"No",NULL,415,"UPI",17,"3.6","3.8"
"2024-07-23 21:02:00","21:02:00","CNR7501799257","Success","CID667436","Prime Plus","Koramangala","Koramangala",119,135,NULL,NULL,"No",NULL,439,"UPI",3,"3.8","4.7"
"2024-07-27 00:44:00","00:44:00","CNR5086093347","Success","CID120408","Prime Plus","Tumkur Road","Sarjapur Road",63,130,NULL,NULL,"No",NULL,354,"UPI",49,"4.3","4.1"
"2024-07-24 12:26:00","12:26:00","CNR5296001121","Success","CID835021","Mini","Chickpet","Hosur Road",308,130,NULL,NULL,"No",NULL,474,"UPI",34,"3.5","4.7"
"2024-07-10 07:31:00","07:31:00","CNR8092395558","Success","CID547390","Prime Plus","Richmond Town","Bannerghatta Road",231,90,NULL,NULL,"No",NULL,367,"UPI",19,"4.0","4.9"
"2024-07-11 16:17:00","16:17:00","CNR4903580567","Success","CID815682","Prime SUV","Mysore Road","HSR Layout",147,45,NULL,NULL,"No",NULL,380,"UPI",3,"3.6","4.9"
"2024-07-23 06:19:00","06:19:00","CNR4931383088","Success","CID140735","Prime SUV","Yelahanka","Frazer Town",161,125,NULL,NULL,"No",NULL,113,"UPI",34,"4.0","3.8"
"2024-07-03 15:05:00","15:05:00","CNR4153621385","Success","CID218615","Bike","Basavanagudi","Frazer Town",182,80,NULL,NULL,"No",NULL,300,"UPI",1,"3.2","4.5"
"2024-07-29 02:29:00","02:29:00","CNR8986223970","Success","CID483790","Mini","HSR Layout","Majestic",147,130,NULL,NULL,"No",NULL,870,"UPI",39,"3.5","4.8"
"2024-07-25 16:51:00","16:51:00","CNR5248536358","Success","CID371554","eBike","RT Nagar","Electronic City",287,75,NULL,NULL,"No",NULL,126,"UPI",38,"3.7","4.5"
"2024-07-16 12:44:00","12:44:00","CNR4305880487","Success","CID571350","Bike","Hulimavu","Bellandur",119,130,NULL,NULL,"No",NULL,420,"UPI",48,"4.6","3.8"
"2024-07-28 08:20:00","08:20:00","CNR7152379310","Success","CID818273","eBike","Hulimavu","Hebbal",91,45,NULL,NULL,"No",NULL,220,"UPI",24,"4.1","4.1"
"2024-07-12 10:43:00","10:43:00","CNR3952048459","Success","CID345057","Prime SUV","Electronic City","Mysore Road",189,110,NULL,NULL,"No",NULL,297,"UPI",26,"3.6","3.3"
"2024-07-13 22:48:00","22:48:00","CNR5390528221","Success","CID576240","Bike","Yeshwanthpur","Ramamurthy Nagar",294,75,NULL,NULL,"No",NULL,816,"UPI",26,"4.7","3.7"
"2024-07-14 21:43:00","21:43:00","CNR7823303390","Success","CID555424","Auto","Yeshwanthpur","Hebbal",238,105,NULL,NULL,"No",NULL,430,"UPI",8,"4.8","3.7"
"2024-07-26 12:01:00","12:01:00","CNR9180488038","Success","CID254049","Auto","Frazer Town","Jayanagar",238,40,NULL,NULL,"No",NULL,187,"UPI",1,"4.8","4.7"
"2024-07-26 14:15:00","14:15:00","CNR4533890682","Success","CID323675","eBike","Ulsoor","Sahakar Nagar",308,100,NULL,NULL,"No",NULL,232,"UPI",37,"4.7","4.5"
"2024-07-02 16:39:00","16:39:00","CNR3850150497","Success","CID165144","Mini","Shivajinagar","HSR Layout",294,80,NULL,NULL,"No",NULL,255,"UPI",23,"3.1","4.2"
"2024-07-16 18:29:00","18:29:00","CNR5147085223","Success","CID245278","Auto","Hebbal","Rajajinagar",70,40,NULL,NULL,"No",NULL,459,"UPI",19,"3.9","4.4"
"2024-07-28 21:45:00","21:45:00","CNR8114520527","Success","CID363868","Bike","Devanahalli","Varthur",203,90,NULL,NULL,"No",NULL,206,"UPI",35,"3.5","3.2"
"2024-07-27 14:43:00","14:43:00","CNR9136370006","Success","CID380428","Auto","Electronic City","Whitefield",126,25,NULL,NULL,"No",NULL,923,"UPI",18,"3.2","4.0"
"2024-07-30 09:58:00","09:58:00","CNR4032240013","Success","CID957894","Prime Plus","KR Puram","Devanahalli",210,95,NULL,NULL,"No",NULL,421,"UPI",4,"4.0","4.5"
"2024-07-01 21:16:00","21:16:00","CNR5354505495","Success","CID203345","Bike","Kadugodi","Langford Town",287,45,NULL,NULL,"No",NULL,322,"UPI",14,"5.0","4.3"
"2024-07-24 00:53:00","00:53:00","CNR1401487928","Success","CID501230","Bike","Ramamurthy Nagar","Jayanagar",294,140,NULL,NULL,"No",NULL,381,"UPI",11,"3.3","4.7"
"2024-07-08 17:01:00","17:01:00","CNR4026283559","Success","CID610078","eBike","Frazer Town","Whitefield",98,130,NULL,NULL,"Yes","Vehicle Breakdown",417,"UPI",31,"3.8","3.4"
"2024-07-07 07:09:00","07:09:00","CNR2218215611","Success","CID198026","Prime SUV","Ulsoor","Basavanagudi",280,45,NULL,NULL,"No",NULL,376,"UPI",38,"4.5","3.5"
"2024-07-24 14:12:00","14:12:00","CNR8387817092","Success","CID550443","Auto","Hennur","Frazer Town",42,135,NULL,NULL,"No",NULL,258,"UPI",19,"4.3","4.1"
"2024-07-01 21:42:00","21:42:00","CNR2955769673","Success","CID619653","Bike","Chickpet","Electronic City",35,105,NULL,NULL,"No",NULL,589,"UPI",30,"3.9","3.6"
"2024-07-05 17:06:00","17:06:00","CNR2773175496","Success","CID608589","Bike","Bannerghatta Road","RT Nagar",154,120,NULL,NULL,"No",NULL,478,"UPI",23,"4.8","3.2"
"2024-07-11 17:46:00","17:46:00","CNR8590533136","Success","CID113823","Prime Sedan","Cox Town","Yelahanka",154,75,NULL,NULL,"No",NULL,158,"UPI",12,"3.4","3.7"
"2024-07-17 09:17:00","09:17:00","CNR4796039448","Success","CID633007","Bike","Hosur Road","HSR Layout",294,145,NULL,NULL,"No",NULL,311,"UPI",13,"4.8","5.0"
"2024-07-02 23:55:00","23:55:00","CNR4499555591","Success","CID148770","Mini","Richmond Town","Shantinagar",91,100,NULL,NULL,"No",NULL,537,"UPI",46,"4.0","4.6"
"2024-07-26 13:11:00","13:11:00","CNR8185959832","Success","CID930706","Mini","Hosur Road","Shivajinagar",273,85,NULL,NULL,"Yes","Customer Demand",318,"UPI",32,"5.0","3.7"
"2024-07-02 12:47:00","12:47:00","CNR5037780731","Success","CID371818","eBike","Malleshwaram","Hennur",266,45,NULL,NULL,"No",NULL,147,"UPI",5,"3.6","3.0"
"2024-07-12 11:30:00","11:30:00","CNR2091019349","Success","CID448512","Prime Sedan","Malleshwaram","Vijayanagar",259,95,NULL,NULL,"No",NULL,171,"UPI",34,"3.4","3.8"
"2024-07-02 04:53:00","04:53:00","CNR1909261630","Success","CID215913","Mini","Cox Town","Sarjapur Road",140,110,NULL,NULL,"No",NULL,549,"UPI",36,"3.6","4.9"
"2024-07-27 04:09:00","04:09:00","CNR3191297566","Success","CID228877","Prime SUV","Shivajinagar","Padmanabhanagar",245,60,NULL,NULL,"No",NULL,889,"UPI",18,"4.8","3.2"
"2024-07-06 07:47:00","07:47:00","CNR8841426475","Success","CID516280","eBike","Banashankari","Padmanabhanagar",49,115,NULL,NULL,"No",NULL,186,"UPI",8,"4.0","4.9"
"2024-07-17 15:06:00","15:06:00","CNR1465089658","Success","CID288234","Prime SUV","Tumkur Road","Sahakar Nagar",126,110,NULL,NULL,"No",NULL,120,"UPI",19,"4.1","4.0"
"2024-07-18 22:38:00","22:38:00","CNR8001195907","Success","CID252201","Bike","Indiranagar","Padmanabhanagar",126,85,NULL,NULL,"No",NULL,232,"UPI",7,"3.6","3.0"
"2024-07-19 13:05:00","13:05:00","CNR6809360346","Success","CID906538","Mini","Hennur","Mysore Road",140,110,NULL,NULL,"No",NULL,560,"UPI",20,"3.9","5.0"
"2024-07-27 18:38:00","18:38:00","CNR6027735806","Success","CID986734","Prime Plus","Kengeri","MG Road",168,110,NULL,NULL,"No",NULL,467,"UPI",38,"3.0","4.5"
"2024-07-17 08:43:00","08:43:00","CNR9949794777","Success","CID640133","Prime SUV","BTM Layout","Shantinagar",231,140,NULL,NULL,"No",NULL,341,"UPI",38,"3.7","3.1"
"2024-07-24 07:35:00","07:35:00","CNR6805867898","Success","CID132037","Prime Plus","Kengeri","BTM Layout",245,55,NULL,NULL,"No",NULL,701,"UPI",40,"5.0","3.4"
"2024-07-16 10:10:00","10:10:00","CNR1365385068","Success","CID414134","Bike","Bellandur","Hennur",259,120,NULL,NULL,"No",NULL,752,"UPI",17,"4.5","3.1"
"2024-07-16 15:04:00","15:04:00","CNR4967055783","Success","CID159175","Prime SUV","Yeshwanthpur","Langford Town",70,45,NULL,NULL,"No",NULL,751,"UPI",24,"4.5","3.2"
"2024-07-13 11:59:00","11:59:00","CNR9749493689","Success","CID352206","Prime Plus","Cox Town","BTM Layout",280,70,NULL,NULL,"No",NULL,1156,"UPI",44,"4.6","3.3"
"2024-07-29 19:11:00","19:11:00","CNR3721524947","Success","CID783159","Auto","MG Road","Peenya",217,140,NULL,NULL,"No",NULL,469,"UPI",11,"4.5","3.3"
"2024-07-06 20:34:00","20:34:00","CNR6077613575","Success","CID279675","Prime Plus","Shantinagar","Richmond Town",105,60,NULL,NULL,"No",NULL,784,"UPI",5,"4.0","3.3"
"2024-07-06 08:14:00","08:14:00","CNR9307469359","Success","CID256964","Mini","Tumkur Road","KR Puram",203,50,NULL,NULL,"No",NULL,246,"UPI",26,"4.9","3.1"
"2024-07-24 09:02:00","09:02:00","CNR7830580529","Success","CID737741","Auto","Bellandur","Marathahalli",105,35,NULL,NULL,"No",NULL,1177,"UPI",14,"3.9","3.5"
"2024-07-05 20:46:00","20:46:00","CNR7953138914","Success","CID719290","Mini","Devanahalli","Magadi Road",210,40,NULL,NULL,"No",NULL,184,"UPI",26,"3.8","3.1"
"2024-07-11 12:12:00","12:12:00","CNR2791351943","Success","CID495034","Prime Sedan","Electronic City","Bellandur",49,40,NULL,NULL,"No",NULL,386,"UPI",23,"3.7","4.3"
"2024-07-15 23:03:00","23:03:00","CNR1549866081","Success","CID906238","Bike","Richmond Town","Peenya",196,75,NULL,NULL,"No",NULL,362,"UPI",40,"4.0","4.8"
"2024-07-06 05:52:00","05:52:00","CNR4351745053","Success","CID542756","Mini","Yelahanka","Basavanagudi",266,55,NULL,NULL,"No",NULL,171,"UPI",17,"4.0","4.9"
"2024-07-09 10:38:00","10:38:00","CNR1803996207","Success","CID721202","Auto","Chickpet","Cox Town",252,125,NULL,NULL,"No",NULL,112,"UPI",16,"3.7","3.8"
"2024-07-17 16:09:00","16:09:00","CNR7961457965","Success","CID507170","eBike","Frazer Town","Padmanabhanagar",273,140,NULL,NULL,"No",NULL,227,"UPI",20,"3.6","4.9"
"2024-07-04 10:01:00","10:01:00","CNR6115573411","Success","CID723897","Mini","Banashankari","JP Nagar",294,135,NULL,NULL,"No",NULL,449,"UPI",45,"4.4","3.4"
"2024-07-09 00:17:00","00:17:00","CNR7960905577","Success","CID586078","Prime Plus","Chickpet","Indiranagar",49,40,NULL,NULL,"No",NULL,444,"UPI",40,"4.3","3.6"
"2024-07-16 08:47:00","08:47:00","CNR2752406165","Success","CID279076","Prime SUV","Yelahanka","Chamarajpet",175,25,NULL,NULL,"No",NULL,492,"UPI",32,"3.2","4.6"
"2024-07-22 00:33:00","00:33:00","CNR3165683823","Success","CID773872","Auto","Indiranagar","Hebbal",112,110,NULL,NULL,"No",NULL,499,"UPI",6,"3.7","3.9"
"2024-07-02 01:32:00","01:32:00","CNR6055251569","Success","CID347584","Mini","Malleshwaram","BTM Layout",182,35,NULL,NULL,"No",NULL,991,"UPI",13,"3.4","4.3"
"2024-07-24 07:16:00","07:16:00","CNR9999653059","Success","CID969443","Bike","KR Puram","Marathahalli",49,25,NULL,NULL,"Yes","Customer Demand",1234,"UPI",30,"4.5","3.3"
"2024-07-02 20:07:00","20:07:00","CNR5034543843","Success","CID946000","Prime Plus","Peenya","HSR Layout",35,125,NULL,NULL,"No",NULL,226,"UPI",2,"3.9","3.6"
"2024-07-09 17:38:00","17:38:00","CNR1757169587","Success","CID744819","Prime Sedan","Peenya","Cox Town",238,65,NULL,NULL,"No",NULL,442,"UPI",7,"4.9","3.6"
"2024-07-14 22:57:00","22:57:00","CNR5343191245","Success","CID587556","Prime SUV","Marathahalli","Hosur Road",56,145,NULL,NULL,"No",NULL,144,"UPI",9,"3.7","3.2"
"2024-07-22 12:31:00","12:31:00","CNR1803861994","Success","CID638726","Bike","Shivajinagar","Mysore Road",189,140,NULL,NULL,"No",NULL,550,"UPI",31,"3.6","3.5"
"2024-07-10 10:58:00","10:58:00","CNR7507852907","Success","CID917496","Prime SUV","Hosur Road","Indiranagar",147,30,NULL,NULL,"No",NULL,131,"UPI",42,"3.9","4.5"
"2024-07-20 05:02:00","05:02:00","CNR9451677845","Success","CID674716","Prime Sedan","Sarjapur Road","Padmanabhanagar",238,55,NULL,NULL,"No",NULL,338,"UPI",41,"4.3","3.8"
"2024-07-16 20:28:00","20:28:00","CNR1837554134","Success","CID941864","Prime Sedan","Indiranagar","Tumkur Road",280,130,NULL,NULL,"No",NULL,467,"UPI",8,"3.9","4.3"
"2024-07-25 11:31:00","11:31:00","CNR8372650662","Success","CID572840","Auto","Sarjapur Road","RT Nagar",35,110,NULL,NULL,"No",NULL,182,"UPI",13,"3.8","3.1"
"2024-07-24 04:18:00","04:18:00","CNR5743318299","Success","CID910540","eBike","Koramangala","Jayanagar",35,145,NULL,NULL,"No",NULL,323,"UPI",37,"5.0","3.8"
"2024-07-24 03:01:00","03:01:00","CNR3003202754","Success","CID884183","Prime Sedan","Padmanabhanagar","Jayanagar",308,25,NULL,NULL,"No",NULL,298,"UPI",1,"3.8","4.7"
"2024-07-17 16:40:00","16:40:00","CNR5234757126","Success","CID671672","Mini","Padmanabhanagar","Hosur Road",140,140,NULL,NULL,"No",NULL,312,"UPI",36,"4.1","3.9"
"2024-07-27 10:29:00","10:29:00","CNR9284051828","Success","CID135344","eBike","Yeshwanthpur","RT Nagar",56,35,NULL,NULL,"No",NULL,730,"UPI",41,"4.7","4.7"
"2024-07-24 22:24:00","22:24:00","CNR4731889085","Success","CID967089","Auto","Malleshwaram","Shivajinagar",217,95,NULL,NULL,"No",NULL,922,"UPI",4,"4.9","4.9"
"2024-07-03 08:35:00","08:35:00","CNR9809138704","Success","CID316088","Mini","Kengeri","Basavanagudi",119,135,NULL,NULL,"No",NULL,486,"UPI",45,"4.0","3.2"
"2024-07-10 09:18:00","09:18:00","CNR6629293684","Success","CID423028","eBike","Majestic","Koramangala",182,95,NULL,NULL,"No",NULL,744,"UPI",9,"3.4","3.1"
"2024-07-09 14:06:00","14:06:00","CNR3731352144","Success","CID361834","Auto","Langford Town","Bannerghatta Road",105,80,NULL,NULL,"Yes","Customer Demand",480,"UPI",18,"3.8","3.9"
"2024-07-06 04:44:00","04:44:00","CNR5125983994","Success","CID440895","Prime Plus","Jayanagar","Kadugodi",238,145,NULL,NULL,"No",NULL,947,"UPI",42,"3.2","3.6"
"2024-07-03 07:19:00","07:19:00","CNR7617441570","Success","CID887372","Bike","Bellandur","Hosur Road",224,65,NULL,NULL,"No",NULL,289,"UPI",43,"3.9","3.2"
"2024-07-17 11:12:00","11:12:00","CNR2450732448","Success","CID871138","Auto","Chamarajpet","Mysore Road",217,120,NULL,NULL,"No",NULL,923,"UPI",12,"4.2","3.4"
"2024-07-24 10:31:00","10:31:00","CNR7024132589","Success","CID996005","Mini","Hennur","Nagarbhavi",105,85,NULL,NULL,"No",NULL,340,"UPI",42,"3.8","3.4"
"2024-07-08 09:22:00","09:22:00","CNR3010395750","Success","CID610251","Prime Plus","Yeshwanthpur","Nagarbhavi",196,145,NULL,NULL,"No",NULL,256,"UPI",32,"4.1","3.5"
"2024-07-09 02:11:00","02:11:00","CNR6987403387","Success","CID195660","eBike","Cox Town","Koramangala",119,30,NULL,NULL,"Yes","Customer Demand",2833,"UPI",11,"4.9","4.0"
"2024-07-14 05:14:00","05:14:00","CNR4215230164","Success","CID225943","Prime SUV","Cox Town","Kammanahalli",112,140,NULL,NULL,"No",NULL,464,"UPI",47,"3.3","3.1"
"2024-07-10 00:28:00","00:28:00","CNR2931079852","Success","CID245801","Mini","KR Puram","Koramangala",140,145,NULL,NULL,"No",NULL,806,"UPI",40,"4.8","4.6"
"2024-07-30 22:57:00","22:57:00","CNR2204835282","Success","CID248155","eBike","Magadi Road","Rajarajeshwari Nagar",42,75,NULL,NULL,"No",NULL,806,"UPI",2,"4.2","4.0"
