"booking_id","incomplete_rides_reason"
"CNR2110034512","Vehicle Breakdown"
"CNR4984355685","Vehicle Breakdown"
"CNR3433381402","Other Issue"
"CNR7085938387","Other Issue"
"CNR7780939439","Customer Demand"
"CNR2149085004","Customer Demand"
"CNR8554590041","Customer Demand"
"CNR8651839046","Vehicle Breakdown"
"CNR4285923842","Other Issue"
"CNR4730538498","Vehicle Breakdown"
"CNR4282393363","Customer Demand"
"CNR5983295769","Customer Demand"
"CNR5937335115","Other Issue"
"CNR3610023684","Vehicle Breakdown"
"CNR5300007532","Other Issue"
"CNR2412999530","Vehicle Breakdown"
"CNR8298405035","Other Issue"
"CNR2510917382","Customer Demand"
"CNR9660199376","Other Issue"
"CNR4715017898","Customer Demand"
"CNR9952233698","Vehicle Breakdown"
"CNR3103152354","Other Issue"
"CNR6336150320","Other Issue"
"CNR7442823640","Customer Demand"
"CNR1537653307","Customer Demand"
"CNR5226218313","Vehicle Breakdown"
"CNR8714051886","Customer Demand"
"CNR2525374225","Vehicle Breakdown"
"CNR6211657256","Other Issue"
"CNR7408789894","Vehicle Breakdown"
"CNR6995281241","Other Issue"
"CNR9664163694","Customer Demand"
"CNR4022573845","Vehicle Breakdown"
"CNR6448581174","Other Issue"
"CNR3500429121","Other Issue"
"CNR9654855291","Other Issue"
"CNR6348178557","Vehicle Breakdown"
"CNR7902243107","Customer Demand"
"CNR7459607546","Customer Demand"
"CNR9203766732","Vehicle Breakdown"
"CNR6196542253","Vehicle Breakdown"
"CNR5413990371","Customer Demand"
"CNR3471875589","Vehicle Breakdown"
"CNR4978122702","Customer Demand"
"CNR3169408932","Customer Demand"
"CNR9595513328","Vehicle Breakdown"
"CNR9361291383","Other Issue"
"CNR1056774085","Customer Demand"
"CNR9837977175","Vehicle Breakdown"
"CNR6541137238","Customer Demand"
"CNR4245249863","Customer Demand"
"CNR3883286168","Vehicle Breakdown"
"CNR2424472531","Vehicle Breakdown"
"CNR2190334218","Customer Demand"
"CNR1248063764","Vehicle Breakdown"
"CNR1289805794","Vehicle Breakdown"
"CNR5406638837","Other Issue"
"CNR5715271780","Customer Demand"
"CNR5843838158","Customer Demand"
"CNR9080819111","Vehicle Breakdown"
"CNR6382121641","Vehicle Breakdown"
"CNR3820876839","Other Issue"
"CNR8441405479","Other Issue"
"CNR8639145371","Other Issue"
"CNR2375544348","Customer Demand"
"CNR7559020397","Customer Demand"
"CNR7693626192","Customer Demand"
"CNR6112920049","Vehicle Breakdown"
"CNR8924348342","Vehicle Breakdown"
"CNR9711592077","Vehicle Breakdown"
"CNR8843553137","Vehicle Breakdown"
"CNR9411963897","Vehicle Breakdown"
"CNR3740505853","Vehicle Breakdown"
"CNR7329991946","Vehicle Breakdown"
"CNR5574131680","Vehicle Breakdown"
"CNR7034404632","Vehicle Breakdown"
"CNR4905745307","Customer Demand"
"CNR8662782460","Vehicle Breakdown"
"CNR7236650889","Vehicle Breakdown"
"CNR2308252365","Customer Demand"
"CNR5624929379","Vehicle Breakdown"
"CNR2264177895","Vehicle Breakdown"
"CNR2438239338","Customer Demand"
"CNR5508065204","Vehicle Breakdown"
"CNR6811261140","Customer Demand"
"CNR6198700311","Customer Demand"
"CNR5190267100","Vehicle Breakdown"
"CNR8787931035","Vehicle Breakdown"
"CNR8929563835","Customer Demand"
"CNR4284025708","Other Issue"
"CNR6300105645","Other Issue"
"CNR8585977645","Vehicle Breakdown"
"CNR6266123568","Customer Demand"
"CNR1620166184","Vehicle Breakdown"
"CNR4379531890","Other Issue"
"CNR7332223073","Customer Demand"
"CNR9625904924","Customer Demand"
"CNR7557336368","Other Issue"
"CNR3763287243","Customer Demand"
"CNR2287133713","Customer Demand"
"CNR4894926461","Customer Demand"
"CNR9674266081","Other Issue"
"CNR5460303080","Other Issue"
"CNR1463055722","Customer Demand"
"CNR4521352187","Vehicle Breakdown"
"CNR8973246339","Customer Demand"
"CNR6965573428","Customer Demand"
"CNR6747305048","Customer Demand"
"CNR9775826828","Vehicle Breakdown"
"CNR4855487031","Customer Demand"
"CNR1480812747","Vehicle Breakdown"
"CNR9639769624","Vehicle Breakdown"
"CNR9755972890","Vehicle Breakdown"
"CNR6863998569","Customer Demand"
"CNR2524233446","Vehicle Breakdown"
"CNR4060727080","Customer Demand"
"CNR5682178672","Vehicle Breakdown"
"CNR4369530126","Customer Demand"
"CNR4839039565","Customer Demand"
"CNR8353503969","Vehicle Breakdown"
"CNR3035011785","Customer Demand"
"CNR5857361750","Vehicle Breakdown"
"CNR9071229467","Other Issue"
"CNR5314538529","Vehicle Breakdown"
"CNR7468508112","Other Issue"
"CNR2971500767","Vehicle Breakdown"
"CNR6836763783","Vehicle Breakdown"
"CNR1204850776","Vehicle Breakdown"
"CNR9653834101","Other Issue"
"CNR1614120957","Vehicle Breakdown"
"CNR5118388880","Vehicle Breakdown"
"CNR4129618482","Customer Demand"
"CNR8316351105","Vehicle Breakdown"
"CNR9269819507","Customer Demand"
"CNR8480536324","Vehicle Breakdown"
"CNR7756335077","Other Issue"
"CNR1952292602","Customer Demand"
"CNR2836212573","Vehicle Breakdown"
"CNR7930732716","Customer Demand"
"CNR4428967342","Other Issue"
"CNR4106626731","Vehicle Breakdown"
"CNR4898710708","Customer Demand"
"CNR2325857803","Customer Demand"
"CNR1994469687","Customer Demand"
"CNR4407243759","Customer Demand"
"CNR7277836964","Vehicle Breakdown"
"CNR4845497785","Vehicle Breakdown"
"CNR1774920745","Customer Demand"
"CNR6706931418","Other Issue"
"CNR5212111950","Other Issue"
"CNR9745804489","Other Issue"
"CNR7512475583","Customer Demand"
"CNR1407473701","Vehicle Breakdown"
"CNR6645870645","Other Issue"
"CNR6338506943","Customer Demand"
"CNR3713428675","Other Issue"
"CNR8435278915","Other Issue"
"CNR3836426807","Customer Demand"
"CNR5558812790","Customer Demand"
"CNR9848773489","Vehicle Breakdown"
"CNR2097510685","Customer Demand"
"CNR7824361796","Other Issue"
"CNR2454622954","Vehicle Breakdown"
"CNR8576227530","Vehicle Breakdown"
"CNR6048763980","Vehicle Breakdown"
"CNR7607702907","Customer Demand"
"CNR7901637704","Other Issue"
"CNR7748912661","Customer Demand"
"CNR5401902288","Other Issue"
"CNR5873745908","Vehicle Breakdown"
"CNR2881878449","Customer Demand"
"CNR6315054954","Customer Demand"
"CNR1715838651","Customer Demand"
"CNR9432900826","Customer Demand"
"CNR2867070202","Vehicle Breakdown"
"CNR8807146572","Vehicle Breakdown"
"CNR1354403119","Vehicle Breakdown"
"CNR8518833424","Customer Demand"
"CNR5083306338","Customer Demand"
"CNR5885793084","Vehicle Breakdown"
"CNR5801898124","Vehicle Breakdown"
"CNR1091686713","Other Issue"
"CNR2840546409","Vehicle Breakdown"
"CNR2048675405","Other Issue"
"CNR4793780704","Vehicle Breakdown"
"CNR1673864440","Vehicle Breakdown"
"CNR5344890940","Vehicle Breakdown"
"CNR5307475066","Vehicle Breakdown"
"CNR6265986265","Customer Demand"
"CNR6408194011","Other Issue"
"CNR2572655607","Vehicle Breakdown"
"CNR9048292135","Other Issue"
"CNR6754842983","Vehicle Breakdown"
"CNR3227790519","Vehicle Breakdown"
"CNR7724122813","Customer Demand"
"CNR9956712038","Other Issue"
"CNR9505043824","Customer Demand"
"CNR2064247388","Customer Demand"
"CNR1844288107","Vehicle Breakdown"
"CNR4043302810","Other Issue"
"CNR2697328157","Customer Demand"
"CNR8362220510","Customer Demand"
"CNR3083368578","Customer Demand"
"CNR8024539801","Customer Demand"
"CNR1118565018","Vehicle Breakdown"
"CNR1541815645","Other Issue"
"CNR4945354921","Other Issue"
"CNR3961351015","Customer Demand"
"CNR4661544610","Vehicle Breakdown"
"CNR3159310333","Vehicle Breakdown"
"CNR9350560428","Customer Demand"
"CNR2942867884","Customer Demand"
"CNR9369458437","Vehicle Breakdown"
"CNR3267968437","Other Issue"
"CNR4324400208","Other Issue"
"CNR2898963779","Customer Demand"
"CNR8242976859","Vehicle Breakdown"
"CNR6846832507","Customer Demand"
"CNR1479120229","Customer Demand"
"CNR9013229304","Customer Demand"
"CNR4673282114","Customer Demand"
"CNR4121154059","Other Issue"
"CNR5788329144","Customer Demand"
"CNR9781892535","Vehicle Breakdown"
"CNR1225454657","Vehicle Breakdown"
"CNR7472840265","Customer Demand"
"CNR3569049165","Vehicle Breakdown"
"CNR5394965178","Other Issue"
"CNR5587376097","Other Issue"
"CNR8245720948","Other Issue"
"CNR7070795884","Vehicle Breakdown"
"CNR8886354591","Vehicle Breakdown"
"CNR4892146072","Customer Demand"
"CNR5940989692","Customer Demand"
"CNR7035775624","Customer Demand"
"CNR7980874385","Customer Demand"
"CNR6006415116","Other Issue"
"CNR2354757152","Customer Demand"
"CNR6848346663","Vehicle Breakdown"
"CNR4673178948","Customer Demand"
"CNR7650004479","Customer Demand"
"CNR7844065781","Vehicle Breakdown"
"CNR7454830754","Customer Demand"
"CNR1033318953","Customer Demand"
"CNR3081077620","Customer Demand"
"CNR8977795474","Customer Demand"
"CNR8224051464","Vehicle Breakdown"
"CNR9498429190","Vehicle Breakdown"
"CNR4692715651","Customer Demand"
"CNR7559044929","Vehicle Breakdown"
"CNR1919771963","Other Issue"
"CNR9408114901","Vehicle Breakdown"
"CNR7423956620","Vehicle Breakdown"
"CNR1186417473","Other Issue"
"CNR1423306755","Customer Demand"
"CNR2071287515","Customer Demand"
"CNR1314980460","Customer Demand"
"CNR9216208863","Vehicle Breakdown"
"CNR2845628172","Vehicle Breakdown"
"CNR4379596341","Customer Demand"
"CNR5689056155","Vehicle Breakdown"
"CNR5908025392","Customer Demand"
"CNR2498281784","Customer Demand"
"CNR1044820146","Customer Demand"
"CNR4797993378","Vehicle Breakdown"
"CNR4969353859","Other Issue"
"CNR3958602435","Vehicle Breakdown"
"CNR6191937265","Customer Demand"
"CNR8611939578","Vehicle Breakdown"
"CNR1875222238","Vehicle Breakdown"
"CNR6370210498","Customer Demand"
"CNR4534711440","Customer Demand"
"CNR3366207416","Other Issue"
"CNR4749199927","Customer Demand"
"CNR5842368970","Other Issue"
"CNR4020510037","Customer Demand"
"CNR9632249559","Vehicle Breakdown"
"CNR3226160772","Vehicle Breakdown"
"CNR9860733364","Vehicle Breakdown"
"CNR9309320962","Vehicle Breakdown"
"CNR8084761444","Customer Demand"
"CNR4236803635","Vehicle Breakdown"
"CNR1979112065","Other Issue"
"CNR8936489651","Vehicle Breakdown"
"CNR7629565520","Customer Demand"
"CNR1877817798","Other Issue"
"CNR9929350237","Other Issue"
"CNR9193201786","Customer Demand"
"CNR2966713833","Customer Demand"
"CNR8262261059","Customer Demand"
"CNR7980432948","Customer Demand"
"CNR4969077979","Vehicle Breakdown"
"CNR6976240781","Vehicle Breakdown"
"CNR9054372207","Customer Demand"
"CNR1673730566","Customer Demand"
"CNR8008204065","Other Issue"
"CNR6798229258","Vehicle Breakdown"
"CNR2811586310","Customer Demand"
"CNR4222882592","Customer Demand"
"CNR8851518708","Customer Demand"
"CNR7946230222","Customer Demand"
"CNR8037195180","Vehicle Breakdown"
"CNR6221256917","Vehicle Breakdown"
"CNR4463098821","Vehicle Breakdown"
"CNR1269831969","Customer Demand"
"CNR6009799043","Other Issue"
"CNR5221606620","Vehicle Breakdown"
"CNR7201669338","Customer Demand"
"CNR3318158193","Other Issue"
"CNR7357154412","Vehicle Breakdown"
"CNR5066939664","Other Issue"
"CNR4855430968","Customer Demand"
"CNR4909750458","Vehicle Breakdown"
"CNR3319070408","Other Issue"
"CNR3122785825","Customer Demand"
"CNR8175448322","Vehicle Breakdown"
"CNR2691743458","Other Issue"
"CNR9127136651","Vehicle Breakdown"
"CNR2107339886","Customer Demand"
"CNR6779633437","Other Issue"
"CNR5587504984","Vehicle Breakdown"
"CNR3123112315","Customer Demand"
"CNR5408918947","Other Issue"
"CNR8201917973","Vehicle Breakdown"
"CNR7363678089","Vehicle Breakdown"
"CNR1989895376","Other Issue"
"CNR4052948378","Customer Demand"
"CNR2549174387","Customer Demand"
"CNR1346271935","Vehicle Breakdown"
"CNR6039294688","Customer Demand"
"CNR5146953442","Other Issue"
"CNR2630434435","Vehicle Breakdown"
"CNR5074908705","Customer Demand"
"CNR3277944588","Other Issue"
"CNR2924111799","Vehicle Breakdown"
"CNR1024527142","Other Issue"
"CNR1396872132","Other Issue"
"CNR9565355298","Vehicle Breakdown"
"CNR1185902765","Customer Demand"
"CNR3814628240","Customer Demand"
"CNR1400766104","Vehicle Breakdown"
"CNR9136540786","Other Issue"
"CNR8741678636","Vehicle Breakdown"
"CNR4418721730","Vehicle Breakdown"
"CNR6565168575","Vehicle Breakdown"
"CNR9940533591","Other Issue"
"CNR2432842339","Vehicle Breakdown"
"CNR9465292423","Vehicle Breakdown"
"CNR9000681908","Vehicle Breakdown"
"CNR4138176515","Other Issue"
"CNR2499157269","Vehicle Breakdown"
"CNR4676241189","Customer Demand"
"CNR7362867817","Customer Demand"
"CNR4714023695","Customer Demand"
"CNR1436436959","Customer Demand"
"CNR4105928255","Other Issue"
"CNR4556318707","Other Issue"
"CNR6172790031","Other Issue"
"CNR6153618941","Customer Demand"
"CNR7405711211","Customer Demand"
"CNR2134710532","Other Issue"
"CNR3456057789","Customer Demand"
"CNR5655400661","Other Issue"
"CNR5064552859","Customer Demand"
"CNR1527954684","Vehicle Breakdown"
"CNR8280890471","Customer Demand"
"CNR1386130929","Customer Demand"
"CNR1171157938","Vehicle Breakdown"
"CNR1997985713","Customer Demand"
"CNR3467047522","Customer Demand"
"CNR5829658824","Customer Demand"
"CNR3246675298","Vehicle Breakdown"
"CNR4819031817","Vehicle Breakdown"
"CNR6666636033","Customer Demand"
"CNR8048842078","Customer Demand"
"CNR9930120375","Other Issue"
"CNR3444470022","Customer Demand"
"CNR7629767966","Vehicle Breakdown"
"CNR1985827549","Vehicle Breakdown"
"CNR8353609082","Vehicle Breakdown"
"CNR6468734924","Other Issue"
"CNR5392340368","Customer Demand"
"CNR4756010436","Other Issue"
"CNR5227817768","Vehicle Breakdown"
"CNR3945392147","Vehicle Breakdown"
"CNR7687292928","Vehicle Breakdown"
"CNR7369676895","Other Issue"
"CNR3266607033","Customer Demand"
"CNR9953272245","Vehicle Breakdown"
"CNR2652220190","Customer Demand"
"CNR4318675909","Vehicle Breakdown"
"CNR7486794258","Vehicle Breakdown"
"CNR8785799788","Vehicle Breakdown"
"CNR3993085874","Other Issue"
"CNR8989192216","Vehicle Breakdown"
"CNR6704027248","Vehicle Breakdown"
"CNR1931393165","Other Issue"
"CNR2117778670","Vehicle Breakdown"
"CNR7854823488","Customer Demand"
"CNR3791762097","Customer Demand"
"CNR3235217343","Other Issue"
"CNR1672972526","Vehicle Breakdown"
"CNR9790418029","Vehicle Breakdown"
"CNR6514707663","Customer Demand"
"CNR4837850593","Customer Demand"
"CNR8746157786","Other Issue"
"CNR7152664449","Customer Demand"
"CNR8808715637","Customer Demand"
"CNR2955171195","Customer Demand"
"CNR4066570925","Vehicle Breakdown"
"CNR1269894301","Vehicle Breakdown"
"CNR5003954150","Customer Demand"
"CNR9315100091","Customer Demand"
"CNR5422871778","Customer Demand"
"CNR9194648991","Vehicle Breakdown"
"CNR9650628026","Vehicle Breakdown"
"CNR4966836301","Vehicle Breakdown"
"CNR9836163630","Other Issue"
"CNR8289488624","Vehicle Breakdown"
"CNR4231472298","Vehicle Breakdown"
"CNR4231429705","Vehicle Breakdown"
"CNR3492200587","Vehicle Breakdown"
"CNR2214920609","Vehicle Breakdown"
"CNR6514852304","Vehicle Breakdown"
"CNR8068850588","Customer Demand"
"CNR7046954805","Vehicle Breakdown"
"CNR9207191503","Vehicle Breakdown"
"CNR4032073393","Vehicle Breakdown"
"CNR3687139302","Customer Demand"
"CNR7242754857","Vehicle Breakdown"
"CNR8569132298","Vehicle Breakdown"
"CNR7931369194","Vehicle Breakdown"
"CNR2672165642","Vehicle Breakdown"
"CNR1740050141","Customer Demand"
"CNR1013614931","Customer Demand"
"CNR1692843705","Vehicle Breakdown"
"CNR5311035942","Vehicle Breakdown"
"CNR5360376343","Vehicle Breakdown"
"CNR9957769410","Vehicle Breakdown"
"CNR6046295565","Vehicle Breakdown"
"CNR4170825589","Vehicle Breakdown"
"CNR4963241832","Other Issue"
"CNR3568562871","Other Issue"
"CNR6620843617","Vehicle Breakdown"
"CNR7447506081","Customer Demand"
"CNR2101048817","Customer Demand"
"CNR6167812021","Vehicle Breakdown"
"CNR9945348283","Customer Demand"
"CNR3423701345","Customer Demand"
"CNR2074636156","Vehicle Breakdown"
"CNR5232650277","Customer Demand"
"CNR4341737995","Vehicle Breakdown"
"CNR9387982356","Other Issue"
"CNR8578184681","Customer Demand"
"CNR5516512427","Customer Demand"
"CNR4689766305","Customer Demand"
"CNR5754897138","Other Issue"
"CNR2197133204","Vehicle Breakdown"
"CNR7720934195","Customer Demand"
"CNR7050634459","Customer Demand"
"CNR6023069230","Customer Demand"
"CNR5114681130","Customer Demand"
"CNR1964921132","Customer Demand"
"CNR4594386881","Vehicle Breakdown"
"CNR1919898500","Vehicle Breakdown"
"CNR4197957771","Other Issue"
"CNR6389424344","Customer Demand"
"CNR5301494454","Customer Demand"
"CNR6038162442","Vehicle Breakdown"
"CNR7114242598","Vehicle Breakdown"
"CNR8555280636","Other Issue"
"CNR3894281448","Customer Demand"
"CNR6766836134","Vehicle Breakdown"
"CNR1827125407","Customer Demand"
"CNR3546363312","Customer Demand"
"CNR9884301080","Vehicle Breakdown"
"CNR2998994924","Customer Demand"
"CNR5272327465","Vehicle Breakdown"
"CNR8968489245","Customer Demand"
"CNR1132380105","Customer Demand"
"CNR6900979239","Other Issue"
"CNR4224687819","Other Issue"
"CNR7074158091","Customer Demand"
"CNR7032493243","Customer Demand"
"CNR1791475203","Vehicle Breakdown"
"CNR9514828015","Vehicle Breakdown"
"CNR6516903928","Vehicle Breakdown"
"CNR3235991664","Customer Demand"
"CNR1924697245","Other Issue"
"CNR9753587509","Vehicle Breakdown"
"CNR2155556925","Vehicle Breakdown"
"CNR4627647595","Customer Demand"
"CNR5430658843","Vehicle Breakdown"
"CNR5421957149","Customer Demand"
"CNR4786440665","Vehicle Breakdown"
"CNR8070923131","Vehicle Breakdown"
"CNR1209859165","Customer Demand"
"CNR3405106556","Other Issue"
"CNR9727781834","Customer Demand"
"CNR9450220694","Vehicle Breakdown"
"CNR1326312889","Vehicle Breakdown"
"CNR2046963636","Vehicle Breakdown"
"CNR1655964518","Vehicle Breakdown"
"CNR6257482619","Customer Demand"
"CNR3979165086","Vehicle Breakdown"
"CNR2551431749","Other Issue"
"CNR9296966071","Other Issue"
"CNR3282842022","Customer Demand"
"CNR8054037131","Customer Demand"
"CNR5393678666","Other Issue"
"CNR2264472830","Customer Demand"
"CNR7649096694","Customer Demand"
"CNR9431241424","Customer Demand"
"CNR3518100674","Customer Demand"
"CNR8516088509","Vehicle Breakdown"
"CNR1978304034","Customer Demand"
"CNR6219646843","Other Issue"
"CNR8907985346","Other Issue"
"CNR6381197679","Customer Demand"
"CNR2843068200","Customer Demand"
"CNR9630014751","Customer Demand"
"CNR6155634621","Other Issue"
"CNR2055251205","Other Issue"
"CNR1439600853","Vehicle Breakdown"
"CNR6018468312","Customer Demand"
"CNR7917237614","Vehicle Breakdown"
"CNR6324335357","Customer Demand"
"CNR2686369421","Customer Demand"
"CNR1796549097","Other Issue"
"CNR5104574129","Other Issue"
"CNR3303446320","Customer Demand"
"CNR2290949084","Vehicle Breakdown"
"CNR1380372479","Vehicle Breakdown"
"CNR4153269367","Customer Demand"
"CNR7893981398","Customer Demand"
"CNR5606201380","Customer Demand"
"CNR3212748276","Customer Demand"
"CNR1405510899","Other Issue"
"CNR5133769083","Customer Demand"
"CNR3133074996","Customer Demand"
"CNR2494295802","Customer Demand"
"CNR6598317405","Other Issue"
"CNR5267994015","Customer Demand"
"CNR8816681192","Vehicle Breakdown"
"CNR4167732428","Customer Demand"
"CNR8563862150","Customer Demand"
"CNR9716048084","Other Issue"
"CNR6385337935","Customer Demand"
"CNR8088160988","Vehicle Breakdown"
"CNR4195960514","Vehicle Breakdown"
"CNR6802623675","Vehicle Breakdown"
"CNR2074922619","Other Issue"
"CNR3838675364","Vehicle Breakdown"
"CNR7539232914","Other Issue"
"CNR5550966444","Vehicle Breakdown"
"CNR3612023095","Other Issue"
"CNR6917109437","Customer Demand"
"CNR3442844959","Vehicle Breakdown"
"CNR7381933355","Customer Demand"
"CNR3919030059","Customer Demand"
"CNR9939866791","Customer Demand"
"CNR4008870526","Other Issue"
"CNR1714867416","Vehicle Breakdown"
"CNR3088390609","Customer Demand"
"CNR5748225035","Customer Demand"
"CNR8113582063","Customer Demand"
"CNR3074452345","Vehicle Breakdown"
"CNR6181210348","Vehicle Breakdown"
"CNR9904825199","Other Issue"
"CNR5806658094","Other Issue"
"CNR9688614493","Customer Demand"
"CNR4316189348","Customer Demand"
"CNR9443719373","Other Issue"
"CNR8361090905","Customer Demand"
"CNR8491261674","Customer Demand"
"CNR4466155952","Vehicle Breakdown"
"CNR3683146765","Customer Demand"
"CNR6934499966","Vehicle Breakdown"
"CNR9309121488","Vehicle Breakdown"
"CNR1130928264","Customer Demand"
"CNR9733018702","Customer Demand"
"CNR1100459551","Other Issue"
"CNR2045254002","Customer Demand"
"CNR4170023350","Vehicle Breakdown"
"CNR9563020056","Vehicle Breakdown"
"CNR5311694132","Vehicle Breakdown"
"CNR8532604345","Vehicle Breakdown"
"CNR4816965009","Vehicle Breakdown"
"CNR8655154631","Customer Demand"
"CNR2938448396","Vehicle Breakdown"
"CNR5708864000","Customer Demand"
"CNR5916925388","Customer Demand"
"CNR7881703666","Customer Demand"
"CNR2711179674","Vehicle Breakdown"
"CNR7837700150","Customer Demand"
"CNR7915436693","Customer Demand"
"CNR7203101527","Vehicle Breakdown"
"CNR4014614618","Vehicle Breakdown"
"CNR1388369490","Other Issue"
"CNR5313267568","Vehicle Breakdown"
"CNR7508665991","Other Issue"
"CNR6073822915","Vehicle Breakdown"
"CNR6124315803","Vehicle Breakdown"
"CNR1297725082","Customer Demand"
"CNR1353327887","Customer Demand"
"CNR3265910844","Vehicle Breakdown"
"CNR4330023164","Vehicle Breakdown"
"CNR2047439244","Vehicle Breakdown"
"CNR5684747859","Customer Demand"
"CNR4255595454","Customer Demand"
"CNR9445907971","Vehicle Breakdown"
"CNR1334683621","Customer Demand"
"CNR6662870369","Vehicle Breakdown"
"CNR7760260398","Customer Demand"
"CNR6052423498","Vehicle Breakdown"
"CNR6456954057","Other Issue"
"CNR4895986674","Vehicle Breakdown"
"CNR8882382390","Other Issue"
"CNR8945771255","Customer Demand"
"CNR3136788626","Other Issue"
"CNR8228739814","Customer Demand"
"CNR1144177507","Other Issue"
"CNR7773901854","Customer Demand"
"CNR5252490550","Other Issue"
"CNR7556702142","Other Issue"
"CNR9339737618","Other Issue"
"CNR3108633821","Other Issue"
"CNR7171235502","Customer Demand"
"CNR9050616850","Customer Demand"
"CNR7772487552","Customer Demand"
"CNR9298464364","Other Issue"
"CNR8412775671","Vehicle Breakdown"
"CNR8203975449","Vehicle Breakdown"
"CNR2298704487","Other Issue"
"CNR2938892355","Vehicle Breakdown"
"CNR1373705765","Customer Demand"
"CNR8599782578","Customer Demand"
"CNR6610669434","Customer Demand"
"CNR5228271782","Other Issue"
"CNR2900976849","Other Issue"
"CNR3486836018","Other Issue"
"CNR5629799060","Vehicle Breakdown"
"CNR5150050625","Other Issue"
"CNR1301703261","Vehicle Breakdown"
"CNR8213021261","Customer Demand"
"CNR5435282783","Vehicle Breakdown"
"CNR8052946353","Other Issue"
"CNR3788076187","Vehicle Breakdown"
"CNR6507869220","Customer Demand"
"CNR8051706660","Customer Demand"
"CNR8791430476","Vehicle Breakdown"
"CNR2396120758","Customer Demand"
"CNR2082045727","Customer Demand"
"CNR9315940035","Vehicle Breakdown"
"CNR3171033256","Vehicle Breakdown"
"CNR2444014572","Customer Demand"
"CNR6722440621","Customer Demand"
"CNR2044763123","Vehicle Breakdown"
"CNR5512640083","Vehicle Breakdown"
"CNR8695091047","Customer Demand"
"CNR2694105299","Customer Demand"
"CNR5732698239","Vehicle Breakdown"
"CNR3782231958","Other Issue"
"CNR8598556087","Vehicle Breakdown"
"CNR7219884743","Customer Demand"
"CNR9470937347","Customer Demand"
"CNR1569725034","Vehicle Breakdown"
"CNR2505345571","Vehicle Breakdown"
"CNR4090712987","Customer Demand"
"CNR9291505911","Vehicle Breakdown"
"CNR7854831104","Other Issue"
"CNR8066378073","Vehicle Breakdown"
"CNR4664538067","Customer Demand"
"CNR3713971696","Other Issue"
"CNR3159193266","Other Issue"
"CNR8615278579","Customer Demand"
"CNR6385765346","Vehicle Breakdown"
"CNR8550187326","Vehicle Breakdown"
"CNR4757710408","Other Issue"
"CNR5393237774","Vehicle Breakdown"
"CNR6712744645","Vehicle Breakdown"
"CNR2734908397","Customer Demand"
"CNR8964149959","Vehicle Breakdown"
"CNR5858843721","Other Issue"
"CNR6290168871","Other Issue"
"CNR9283305569","Customer Demand"
"CNR2324752652","Customer Demand"
"CNR7166444969","Customer Demand"
"CNR1882906341","Other Issue"
"CNR5606353237","Customer Demand"
"CNR1369511919","Vehicle Breakdown"
"CNR6288042020","Customer Demand"
"CNR5208526601","Other Issue"
"CNR6792507546","Customer Demand"
"CNR6531403558","Vehicle Breakdown"
"CNR3404794417","Customer Demand"
"CNR5983361794","Customer Demand"
"CNR5806502022","Customer Demand"
"CNR1595363404","Customer Demand"
"CNR1600555836","Vehicle Breakdown"
"CNR5170777551","Customer Demand"
"CNR8915615379","Other Issue"
"CNR6179631755","Customer Demand"
"CNR1878753588","Customer Demand"
"CNR3945977376","Other Issue"
"CNR2409454276","Vehicle Breakdown"
"CNR8787081618","Other Issue"
"CNR8489237752","Vehicle Breakdown"
"CNR1179909507","Vehicle Breakdown"
"CNR6838218811","Vehicle Breakdown"
"CNR6350621104","Customer Demand"
"CNR6949318000","Vehicle Breakdown"
"CNR6877721410","Customer Demand"
"CNR3033939471","Customer Demand"
"CNR2408072247","Customer Demand"
"CNR1061412464","Other Issue"
"CNR4571808577","Other Issue"
"CNR1666437918","Vehicle Breakdown"
"CNR5241451057","Vehicle Breakdown"
"CNR6400385018","Vehicle Breakdown"
"CNR6959733178","Customer Demand"
"CNR2276306793","Other Issue"
"CNR4014589941","Vehicle Breakdown"
"CNR5165891635","Vehicle Breakdown"
"CNR6051001451","Vehicle Breakdown"
"CNR2208961471","Customer Demand"
"CNR6558251662","Vehicle Breakdown"
"CNR9686190421","Customer Demand"
"CNR4969561394","Customer Demand"
"CNR9967550097","Vehicle Breakdown"
"CNR4354813545","Customer Demand"
"CNR4561050704","Customer Demand"
"CNR7391611825","Vehicle Breakdown"
"CNR8613262573","Customer Demand"
"CNR7063364096","Customer Demand"
"CNR8506923076","Vehicle Breakdown"
"CNR4489247106","Customer Demand"
"CNR9685348785","Vehicle Breakdown"
"CNR7900710525","Vehicle Breakdown"
"CNR1998319899","Other Issue"
"CNR4176226531","Customer Demand"
"CNR2377890467","Customer Demand"
"CNR2048954836","Other Issue"
"CNR9376265932","Vehicle Breakdown"
"CNR4162916367","Vehicle Breakdown"
"CNR6613124987","Vehicle Breakdown"
"CNR7600931708","Vehicle Breakdown"
"CNR9435755369","Vehicle Breakdown"
"CNR8337430156","Customer Demand"
"CNR7999334099","Customer Demand"
"CNR1422985862","Customer Demand"
"CNR9105978792","Vehicle Breakdown"
"CNR5534214626","Customer Demand"
"CNR1907195483","Vehicle Breakdown"
"CNR1250667182","Vehicle Breakdown"
"CNR4649345263","Vehicle Breakdown"
"CNR5403652775","Other Issue"
"CNR1488327949","Customer Demand"
"CNR4665028005","Vehicle Breakdown"
"CNR5954016911","Vehicle Breakdown"
"CNR1328743345","Other Issue"
